GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
1042055557,20220430,202204,2022,2022.3288,UKR,KYIV,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,10,10,1,1,0.0,14,2,14,-2.84493284493285,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,20220430,http://ukrainianjournal.com/index.php?w=article&id=35023,20220430191500,20220430191500,1,ukrainianjournal.com,http://ukrainianjournal.com/index.php?w=article&id=35023,1,20,104,66,1,100,590,-2.1978021978022,,
1042019370,20220430,202204,2022,2022.3288,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,190,190,19,4,-10.0,411,74,411,-4.99720048760342,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20220430,https://omaha.com/news/national/live-updates-lavrov-1-million-evacuated-from-ukraine/article_d46bfbcc-04fe-5391-9e93-2da42f425120.html,20220430114500,20220430150000,1,ccenterdispatch.com,http://www.ccenterdispatch.com/news/national/article_6c9ff9f3-661e-5f4c-8146-ccbe47bf5b2c.html,9,924,966,960,1,60,6413,-5.78431372549019,,
1041997232,20220430,202204,2022,2022.3288,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,190,190,19,4,-10.0,5,1,5,-6.42857142857143,1,Ukraine,UP,UP,49.0,32.0,UP,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20220430,http://www.koreaherald.com/view.php?ud=20220429000565,20220430073000,20220430073000,1,koreaherald.com,http://www.koreaherald.com/view.php?ud=20220429000565,2,482,549,557,1,50,933,-6.42857142857143,,
1042058860,20220430,202204,2022,2022.3288,RUSGOVMIL,RUSSIA,RUS,,,,,GOV,MIL,,UKR,KYIV,UKR,,,,,,,,1,195,195,19,4,-10.0,8,1,8,-6.14035087719298,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,20220430,http://www.koreatimes.co.kr/www/world/2022/05/501_328277.html,20220430200000,20220430200000,1,koreatimes.co.kr,http://www.koreatimes.co.kr/www/world/2022/05/501_328277.html,3,466,546,517,1,80,1345,-6.14035087719298,,
1042019380,20220430,202204,2022,2022.3288,UKRMIL,UKRAINE,UKR,,,,,MIL,,,RUS,RUSSIAN,RUS,,,,,,,,1,190,190,19,4,-10.0,10,1,10,0.0,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20220430,http://www.msn.com/en-us/news/world/ukraine-national-guard-launches-strikes-purportedly-targeting-russian-armoured-military-convoy/vi-AAWM1LJ,20220430114500,20220430114500,1,msn.com,http://www.msn.com/en-us/news/world/ukraine-national-guard-launches-strikes-purportedly-targeting-russian-armoured-military-convoy/vi-AAWM1LJ,1,0,62,32,1,100,191,0.0,,
1042010010,20220430,202204,2022,2022.3288,RUS,MOSCOW,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,160,160,16,4,-4.0,90,12,90,-4.94615527355328,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20220430,https://www.usatoday.com/story/news/2022/04/30/ukraine-war-correspondents-dinner-5-things-know-weekend/9566143002/,20220430100000,20220430144500,1,go.com,https://abcnews.go.com/Business/wireStory/live-updates-macron-pledges-strong-support-ukraine-84416574,9,1653,1699,1664,1,80,7689,-4.44630872483221,,
1042019370,20220430,202204,2022,2022.3288,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,190,190,19,4,-10.0,411,74,411,-4.99720048760342,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20220430,https://omaha.com/news/national/live-updates-lavrov-1-million-evacuated-from-ukraine/article_d46bfbcc-04fe-5391-9e93-2da42f425120.html,20220430114500,20220430214500,1,accesswdun.com,https://accesswdun.com/article/2022/4/1098183,5,931,973,967,1,50,13883,-5.08940852819808,,
1042019370,20220430,202204,2022,2022.3288,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,190,190,19,4,-10.0,411,74,411,-4.99720048760342,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20220430,https://omaha.com/news/national/live-updates-lavrov-1-million-evacuated-from-ukraine/article_d46bfbcc-04fe-5391-9e93-2da42f425120.html,20220430114500,20220430214500,1,accesswdun.com,https://accesswdun.com/article/2022/4/1098187,5,931,973,967,1,50,14496,-4.79542454905412,,
1041977403,20220430,202204,2022,2022.3288,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,85,85,8,2,7.0,20,2,20,3.71794871794871,1,Ukraine,UP,UP,49.0,32.0,UP,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20220430,https://www.investing.com/news/world-news/lifting-sanctions-against-russia-part-of-peace-talks-with-ukraine--lavrov-2814458,20220430031500,20220430053000,1,wn.com,https://article.wn.com/view/2022/04/30/Lifting_sanctions_against_Russia_part_of_peace_talks_with_Uk_q/,1,58,26,0,1,100,178,-2.56410256410257,,
1042008961,20220430,202204,2022,2022.3288,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,87,87,8,2,9.0,10,1,10,-2.04081632653061,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220430,https://article.wn.com/view/2022/04/30/Ukraine_fights_to_hold_off_Russian_advances_in_south_east_gx/,20220430094500,20220430094500,1,wn.com,https://article.wn.com/view/2022/04/30/Ukraine_fights_to_hold_off_Russian_advances_in_south_east_gx/,1,0,27,18,1,100,232,-2.04081632653061,,
