GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
1020670569,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,42,42,4,1,1.9,7,1,7,-0.76923076923077,4,"Soloti, Belgorodskaya Oblast', Russia",RS,RS09,50.2805,38.0489,-3007339,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Soloti, Belgorodskaya Oblast', Russia",RS,RS09,50.2805,38.0489,-3007339,20211225,http://thepeninsulaqatar.com/article/25/12/2021/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine-interfax,20211225123000,20211225123000,1,thepeninsulaqatar.com,http://thepeninsulaqatar.com/article/25/12/2021/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine-interfax,2,95,147,110,1,70,1621,-0.76923076923077,,
1020676277,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,42,42,4,1,1.9,6,1,6,0.0,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,20211225,https://article.wn.com/view/2021/12/25/More_than_10000_Russian_troops_returning_to_bases_after_dril_r/,20211225141500,20211225141500,1,wn.com,https://article.wn.com/view/2021/12/25/More_than_10000_Russian_troops_returning_to_bases_after_dril_r/,1,12,64,27,1,60,346,0.0,,
1020668818,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,42,42,4,1,1.9,6,1,6,0.0,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20211225,https://biztoc.com/p/m88w7j2n,20211225120000,20211225120000,1,biztoc.com,https://biztoc.com/p/m88w7j2n,1,10,62,25,1,60,190,0.0,,
1020654919,20211225,202112,2021,2021.9726,BEL,BRUSSELS,BEL,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,40,40,4,1,1.0,6,1,6,-3.08056872037914,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,20211225,https://menafn.com/1103441480/MFA-Ukraine-refutes-Putins-allegation-of-Kyiv-preparing-offensive-in-Donbas&source=138,20211225080000,20211225080000,1,menafn.com,https://menafn.com/1103441480/MFA-Ukraine-refutes-Putins-allegation-of-Kyiv-preparing-offensive-in-Donbas&source=138,13,2642,2724,2667,1,60,2779,-3.08056872037914,,
1020658839,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,42,42,4,1,1.9,7,1,7,-0.977198697068407,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,1,Ukraine,UP,UP,49.0,32.0,UP,20211225,https://news.yahoo.com/more-10-000-russian-troops-083104516.html,20211225090000,20211225090000,1,yahoo.com,https://news.yahoo.com/more-10-000-russian-troops-083104516.html,1,12,64,27,1,70,2065,-0.977198697068407,,
1020641571,20211225,202112,2021,2021.9726,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,874,87,8,2,10.0,6,1,6,-3.30578512396694,1,Russia,RS,RS,60.0,100.0,RS,4,"Crimean Peninsula, Krym, Avtonomna Respublika, Ukraine",UP,UP11,45.0,34.0,-1043950,1,Russia,RS,RS,60.0,100.0,RS,20211225,https://watchingamerica.com/WA/2021/12/25/us-russia-leadership-conference-avoiding-ukraine-collision/,20211225024500,20211225024500,1,watchingamerica.com,https://watchingamerica.com/WA/2021/12/25/us-russia-leadership-conference-avoiding-ukraine-collision/,5,1743,1802,1757,0,60,3045,-3.30578512396694,,
1020701231,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,874,87,8,2,10.0,6,1,6,-5.0561797752809,4,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20211225,https://wfuv.org/content/some-russian-troops-reportedly-withdraw-ukraine-border-area,20211225223000,20211225223000,1,wfuv.org,https://wfuv.org/content/some-russian-troops-reportedly-withdraw-ukraine-border-area,2,72,112,98,1,60,2265,-5.0561797752809,,
1020661360,20211225,202112,2021,2021.9726,RUS,RUSSIAN,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,42,42,4,1,1.9,7,1,7,-0.76923076923077,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20211225,https://www.malaymail.com/news/world/2021/12/25/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine/2031027,20211225094500,20211225094500,1,malaymail.com,https://www.malaymail.com/news/world/2021/12/25/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine/2031027,2,92,144,107,1,70,1594,-0.76923076923077,,
1020659289,20211218,202112,2021,2021.9534,ISR,ISRAEL,ISR,,,,,,,,RUS,ROSTOV,RUS,,,,,,,,0,190,190,19,4,-10.0,16,1,16,-0.33222591362126,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Rostov, Rostovskaya Oblast', Russia",RS,RS61,47.2364,39.7139,-2993218,4,"Rostov, Rostovskaya Oblast', Russia",RS,RS61,47.2364,39.7139,-2993218,20211225,https://www.msn.com/en-us/news/world/10000-russian-troops-return-to-bases-after-drills-near-ukraine/ar-AAS8odJ,20211225091500,20211225093000,1,msn.com,https://www.msn.com/en-us/news/world/10-000-russian-troops-return-to-bases-after-drills-near-ukraine/ar-AAS8odJ,8,1252,1381,1349,0,80,1862,-0.33222591362126,,
1020659289,20211218,202112,2021,2021.9534,ISR,ISRAEL,ISR,,,,,,,,RUS,ROSTOV,RUS,,,,,,,,0,190,190,19,4,-10.0,16,1,16,-0.33222591362126,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Rostov, Rostovskaya Oblast', Russia",RS,RS61,47.2364,39.7139,-2993218,4,"Rostov, Rostovskaya Oblast', Russia",RS,RS61,47.2364,39.7139,-2993218,20211225,https://www.msn.com/en-us/news/world/10000-russian-troops-return-to-bases-after-drills-near-ukraine/ar-AAS8odJ,20211225091500,20211225091500,1,msn.com,https://www.msn.com/en-us/news/world/10000-russian-troops-return-to-bases-after-drills-near-ukraine/ar-AAS8odJ,8,1252,1381,1349,0,80,1862,-0.33222591362126,,
1020663774,20211225,202112,2021,2021.9726,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,43,43,4,1,2.8,7,1,7,-0.70671378091872,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Pogonovo, Voronezhskaya Oblast', Russia",RS,RS86,51.4542,39.106,-2984476,4,"Pogonovo, Voronezhskaya Oblast', Russia",RS,RS86,51.4542,39.106,-2984476,20211225,https://www.oann.com/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine-interfax/,20211225103000,20211225103000,1,oann.com,https://www.oann.com/more-than-10000-russian-troops-returning-to-bases-after-drills-near-ukraine-interfax/,1,64,12,27,1,70,1818,-0.70671378091872,,
1020695688,20211225,202112,2021,2021.9726,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,43,43,4,1,2.8,8,1,8,-1.9718309859155,1,Russia,RS,RS,60.0,100.0,RS,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20211225,https://www.ukrinform.net/rubric-defense/3374120-ukrainian-troops-first-time-use-javelin-in-training-in-donbas.html,20211225203000,20211225203000,1,ukrinform.net,https://www.ukrinform.net/rubric-defense/3374120-ukrainian-troops-first-time-use-javelin-in-training-in-donbas.html,8,1686,1788,1765,1,80,2189,-1.9718309859155,,
