GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108173000,1,msn.com,http://www.msn.com/en-us/news/world/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine/ar-AASz8i8,7,1423,1527,1505,1,80,11937,-5.35618639528655,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108173000,1,go.com,https://abcnews.go.com/Politics/wireStory/kazakhstan-adds-uncertainty-talks-russia-ukraine-82151611,3,340,444,422,1,80,6995,-4.40917107583774,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108173000,1,apnews.com,https://apnews.com/036e4a28f9b3c913ae6d4112028dca1f,3,347,451,429,1,80,7036,-4.39367311072056,,
1022391952,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,168,21,168,-4.40235014871545,1,Kazakhstan,KZ,KZ,48.0,68.0,KZ,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://mynorthwest.com/3305312/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine/,20220108193000,20220108214500,1,apnews.com,https://apnews.com/article/europe-russia-ukraine-asia-vladimir-putin-036e4a28f9b3c913ae6d4112028dca1f,3,347,451,429,1,80,7012,-4.40917107583774,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108190000,1,nownews.com,https://chinapost.nownews.com/20220109-3026667,4,422,526,504,1,80,7082,-4.44638186573671,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108184500,1,dothaneagle.com,https://dothaneagle.com/news/national/govt-and-politics/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine/article_547eac2d-0160-5580-8de5-d89f346ecea2.html,3,385,489,467,1,80,6623,-4.46927374301676,,
1022382603,20220108,202201,2022,2022.0219,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,13,13,1,1,0.4,10,1,10,3.88349514563107,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://en.interfax.com.ua/news/general/790441.html,20220108171500,20220108171500,1,interfax.com.ua,https://en.interfax.com.ua/news/general/790441.html,6,938,1006,992,1,100,1199,3.88349514563107,,
1022393726,20220108,202201,2022,2022.0219,RUS,RUSSIA,RUS,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,1384,138,13,3,-7.0,30,3,30,-1.47420147420148,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20220108,https://gazette.com/news/us-world/u-s-open-to-talks-with-russia-on-exercises-missile-deployments--official/article_5b74a18b-5afa-541f-bd39-2e9a68728635.html,20220108200000,20220108200000,1,gazette.com,https://gazette.com/news/us-world/u-s-open-to-talks-with-russia-on-exercises-missile-deployments--official/article_5b74a18b-5afa-541f-bd39-2e9a68728635.html,8,1443,1498,1464,1,100,2435,-1.47420147420148,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108174500,1,independenttribune.com,https://independenttribune.com/news/national/govt-and-politics/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine/article_cc312a8e-5498-5224-ae73-8e3b0dc2b5a8.html,3,385,489,467,1,80,6623,-4.46927374301676,,
1022382460,20220108,202201,2022,2022.0219,KAZ,KAZAKHSTAN,KAZ,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,14,14,1,1,0.0,286,35,286,-4.45929000023176,4,"Almaty, Almaty Qalasy, Kazakhstan",KZ,KZ02,43.25,76.95,-2334069,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,4,"Donbas, Ukraine (general), Ukraine",UP,UP00,48.5,38.5,-1038077,20220108,https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-08/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine,20220108171500,20220108183000,1,journalstar.com,https://journalstar.com/news/national/govt-and-politics/kazakhstan-adds-uncertainty-to-talks-with-russia-on-ukraine/article_87c4d893-c37d-51dd-b1cc-c0b25451d2e2.html,3,385,489,467,1,80,6623,-4.46927374301676,,
